conv_id,domain,row_id,speaker,utterance,sys_act,usr_act,asked_slot,extracted_slots,state_info,state_book,missing_info,missing_book
learned_movie_00619,movie,7,user,BHD. Hôm nay.,,"{""act"": ""inform"", ""slots"": {""theater"": ""BHD"", ""date"": ""today""}}",,"{""date"": ""today"", ""theater"": ""BHD""}","{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30""}",[],"[""tickets""]"
learned_movie_00619,movie,8,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,tickets,,"{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30""}",[],"[""tickets""]"
learned_movie_00619,movie,9,user,3 vé Hôm nay.,,"{""act"": ""inform"", ""slots"": {""tickets"": 3, ""date"": ""today""}}",,"{""date"": ""today"", ""tickets"": 3}","{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 3}",[],[]
learned_movie_00619,movie,10,system,"Mình chốt: phim inside out, rạp BHD, ngày today, giờ 18:30, 3 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 3}",[],[]
learned_movie_00619,movie,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""18:30"", ""tickets"": 3}",[],[]
learned_navigation_00620,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
learned_navigation_00620,navigation,1,user,Đi tới Landmark 81.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Landmark 81""}}",,"{""destination"": ""Landmark 81""}","{""destination"": ""Landmark 81""}",{},"[""origin"", ""mode""]",[]
learned_navigation_00620,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""destination"": ""Landmark 81""}",{},"[""origin"", ""mode""]",[]
learned_navigation_00620,navigation,3,user,Từ Central Station. Đi tới Landmark 81. Đi ô tô.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Central Station"", ""destination"": ""Landmark 81"", ""mode"": ""car""}}",,"{""mode"": ""car"", ""destination"": ""Central Station""}","{""destination"": ""Central Station"", ""mode"": ""car""}",{},"[""origin""]",[]
learned_navigation_00620,navigation,4,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""destination"": ""Central Station"", ""mode"": ""car""}",{},"[""origin""]",[]
learned_navigation_00620,navigation,5,user,Từ Central Station. Đi tới Landmark 81.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Central Station"", ""destination"": ""Landmark 81""}}",,"{""origin"": ""Central Station"", ""destination"": ""Central Station""}","{""destination"": ""Central Station"", ""mode"": ""car"", ""origin"": ""Central Station""}",{},[],[]
learned_navigation_00620,navigation,6,system,"Mình chốt: từ Central Station đến Central Station, đi car. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Central Station"", ""mode"": ""car"", ""origin"": ""Central Station""}",{},[],[]
learned_navigation_00620,navigation,7,user,"Không đúng, mình sửa lại: Đi tới Landmark 81.",,"{""act"": ""deny+inform"", ""slots"": {""destination"": ""Landmark 81""}}",,"{""destination"": ""Landmark 81""}","{""destination"": ""Landmark 81"", ""mode"": ""car"", ""origin"": ""Central Station""}",{},[],[]
learned_navigation_00620,navigation,8,system,"Mình chốt: từ Central Station đến Landmark 81, đi car. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Landmark 81"", ""mode"": ""car"", ""origin"": ""Central Station""}",{},[],[]
learned_navigation_00620,navigation,9,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""destination"": ""Landmark 81"", ""mode"": ""car"", ""origin"": ""Central Station""}",{},[],[]
learned_movie_00621,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00621,movie,1,user,Mình muốn đặt vé phim dune. 21:10,,"{""act"": ""inform"", ""slots"": {""movie"": ""dune"", ""time"": ""21:10""}}",,"{""time"": ""21:10""}",{},"{""time"": ""21:10""}","[""movie"", ""theater""]","[""date"", ""tickets""]"
learned_movie_00621,movie,2,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},"{""time"": ""21:10""}","[""movie"", ""theater""]","[""date"", ""tickets""]"
learned_movie_00621,movie,3,user,Mình muốn đặt vé phim dune.,,"{""act"": ""inform"", ""slots"": {""movie"": ""dune""}}",,"{""movie"": ""dune""}","{""movie"": ""dune""}","{""time"": ""21:10""}","[""theater""]","[""date"", ""tickets""]"
learned_movie_00621,movie,4,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""dune""}","{""time"": ""21:10""}","[""theater""]","[""date"", ""tickets""]"
learned_movie_00621,movie,5,user,CGV. 21:10,,"{""act"": ""inform"", ""slots"": {""theater"": ""CGV"", ""time"": ""21:10""}}",,"{""time"": ""21:10"", ""theater"": ""CGV""}","{""movie"": ""dune"", ""theater"": ""CGV""}","{""time"": ""21:10""}",[],"[""date"", ""tickets""]"
learned_movie_00621,movie,6,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,date,,"{""movie"": ""dune"", ""theater"": ""CGV""}","{""time"": ""21:10""}",[],"[""date"", ""tickets""]"
learned_movie_00621,movie,7,user,Mai.,,"{""act"": ""inform"", ""slots"": {""date"": ""tomorrow""}}",,"{""date"": ""tomorrow""}","{""movie"": ""dune"", ""theater"": ""CGV""}","{""time"": ""21:10"", ""date"": ""tomorrow""}",[],"[""tickets""]"
learned_movie_00621,movie,8,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,tickets,,"{""movie"": ""dune"", ""theater"": ""CGV""}","{""time"": ""21:10"", ""date"": ""tomorrow""}",[],"[""tickets""]"
learned_movie_00621,movie,9,user,4 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 4}}",,"{""tickets"": 4}","{""movie"": ""dune"", ""theater"": ""CGV""}","{""time"": ""21:10"", ""date"": ""tomorrow"", ""tickets"": 4}",[],[]
learned_movie_00621,movie,10,system,"Mình chốt: phim dune, rạp CGV, ngày tomorrow, giờ 21:10, 4 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""dune"", ""theater"": ""CGV""}","{""time"": ""21:10"", ""date"": ""tomorrow"", ""tickets"": 4}",[],[]
learned_movie_00621,movie,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""movie"": ""dune"", ""theater"": ""CGV""}","{""time"": ""21:10"", ""date"": ""tomorrow"", ""tickets"": 4}",[],[]
learned_movie_00622,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00622,movie,1,user,Mình muốn đặt vé phim spider-man. 22:00,,"{""act"": ""inform"", ""slots"": {""movie"": ""spider-man"", ""time"": ""22:00""}}",,"{""movie"": ""spider-man""}","{""movie"": ""spider-man""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00622,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""spider-man""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00622,movie,3,user,BHD. Hôm nay. Mình muốn đặt vé phim spider-man.,,"{""act"": ""inform"", ""slots"": {""theater"": ""BHD"", ""date"": ""today"", ""movie"": ""spider-man""}}",,"{""date"": ""today"", ""theater"": ""BHD"", ""movie"": ""spider-man""}","{""movie"": ""spider-man"", ""theater"": ""BHD""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
learned_movie_00622,movie,4,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,time,,"{""movie"": ""spider-man"", ""theater"": ""BHD""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
learned_movie_00622,movie,5,user,22:00 Mình muốn đặt vé phim spider-man.,,"{""act"": ""inform"", ""slots"": {""time"": ""22:00"", ""movie"": ""spider-man""}}",,"{""time"": ""22:00"", ""movie"": ""spider-man""}","{""movie"": ""spider-man"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""22:00""}",[],"[""tickets""]"
learned_movie_00622,movie,6,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,tickets,,"{""movie"": ""spider-man"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""22:00""}",[],"[""tickets""]"
learned_movie_00622,movie,7,user,2 vé 22:00 Mình muốn đặt vé phim spider-man.,,"{""act"": ""inform"", ""slots"": {""tickets"": 2, ""time"": ""22:00"", ""movie"": ""spider-man""}}",,"{""time"": ""22:00"", ""tickets"": 2, ""movie"": ""spider-man""}","{""movie"": ""spider-man"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""22:00"", ""tickets"": 2}",[],[]
learned_movie_00622,movie,8,system,"Mình chốt: phim spider-man, rạp BHD, ngày today, giờ 22:00, 2 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""spider-man"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""22:00"", ""tickets"": 2}",[],[]
learned_movie_00622,movie,9,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""movie"": ""spider-man"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""22:00"", ""tickets"": 2}",[],[]
learned_navigation_00623,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
learned_navigation_00623,navigation,1,user,Đi tới UBND Quận 1. Từ Bến Thành. Đi bus.,,"{""act"": ""inform"", ""slots"": {""destination"": ""UBND Quận 1"", ""origin"": ""Bến Thành"", ""mode"": ""bus""}}",,"{""mode"": ""bus"", ""destination"": ""Bến Thành"", ""origin"": ""Bến Thành""}","{""mode"": ""bus"", ""destination"": ""Bến Thành"", ""origin"": ""Bến Thành""}",{},[],[]
learned_navigation_00623,navigation,2,system,"Mình chốt: từ Bến Thành đến Bến Thành, đi bus. Đúng không?",CONFIRM(navigation),,,,"{""mode"": ""bus"", ""destination"": ""Bến Thành"", ""origin"": ""Bến Thành""}",{},[],[]
learned_navigation_00623,navigation,3,user,"Không đúng, mình sửa lại: Đi tới UBND Quận 1.",,"{""act"": ""deny+inform"", ""slots"": {""destination"": ""UBND Quận 1""}}",,"{""destination"": ""UBND Quận 1""}","{""mode"": ""bus"", ""destination"": ""UBND Quận 1"", ""origin"": ""Bến Thành""}",{},[],[]
learned_navigation_00623,navigation,4,system,"Mình chốt: từ Bến Thành đến UBND Quận 1, đi bus. Đúng không?",CONFIRM(navigation),,,,"{""mode"": ""bus"", ""destination"": ""UBND Quận 1"", ""origin"": ""Bến Thành""}",{},[],[]
learned_navigation_00623,navigation,5,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""mode"": ""bus"", ""destination"": ""UBND Quận 1"", ""origin"": ""Bến Thành""}",{},[],[]
learned_navigation_00624,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
learned_navigation_00624,navigation,1,user,"Mình không tiện nói, hỏi cái khác được không?",,"{""act"": ""refuse"", ""slots"": {}}",,{},{},{},"[""origin"", ""destination"", ""mode""]",[]
learned_navigation_00624,navigation,2,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
learned_navigation_00624,navigation,3,user,Đi tới Bến Thành.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Bến Thành""}}",,"{""destination"": ""Bến Thành""}","{""destination"": ""Bến Thành""}",{},"[""origin"", ""mode""]",[]
learned_navigation_00624,navigation,4,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""destination"": ""Bến Thành""}",{},"[""origin"", ""mode""]",[]
learned_navigation_00624,navigation,5,user,Từ Sân bay Tân Sơn Nhất.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Sân bay Tân Sơn Nhất""}}",,"{""origin"": ""Sân bay Tân Sơn Nhất""}","{""destination"": ""Bến Thành"", ""origin"": ""Sân bay Tân Sơn Nhất""}",{},"[""mode""]",[]
learned_navigation_00624,navigation,6,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,mode,,"{""destination"": ""Bến Thành"", ""origin"": ""Sân bay Tân Sơn Nhất""}",{},"[""mode""]",[]
learned_navigation_00624,navigation,7,user,Đi bus. Từ Sân bay Tân Sơn Nhất. Đi tới Bến Thành.,,"{""act"": ""inform"", ""slots"": {""mode"": ""bus"", ""origin"": ""Sân bay Tân Sơn Nhất"", ""destination"": ""Bến Thành""}}",,"{""mode"": ""bus"", ""origin"": ""Bến Thành"", ""destination"": ""Bến Thành""}","{""destination"": ""Bến Thành"", ""origin"": ""Bến Thành"", ""mode"": ""bus""}",{},[],[]
learned_navigation_00624,navigation,8,system,"Mình chốt: từ Bến Thành đến Bến Thành, đi bus. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Bến Thành"", ""origin"": ""Bến Thành"", ""mode"": ""bus""}",{},[],[]
learned_navigation_00624,navigation,9,user,"Không đúng, mình sửa lại: Từ Sân bay Tân Sơn Nhất.",,"{""act"": ""deny+inform"", ""slots"": {""origin"": ""Sân bay Tân Sơn Nhất""}}",,"{""origin"": ""Sân bay Tân Sơn Nhất""}","{""destination"": ""Bến Thành"", ""origin"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""bus""}",{},[],[]
learned_navigation_00624,navigation,10,system,"Mình chốt: từ Sân bay Tân Sơn Nhất đến Bến Thành, đi bus. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Bến Thành"", ""origin"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""bus""}",{},[],[]
learned_navigation_00624,navigation,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""destination"": ""Bến Thành"", ""origin"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""bus""}",{},[],[]
learned_navigation_00625,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
learned_navigation_00625,navigation,1,user,Đi tới Sân bay Tân Sơn Nhất. Đi xe máy. Từ Chợ Bà Chiểu.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""motorbike"", ""origin"": ""Chợ Bà Chiểu""}}",,"{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Chợ Bà Chiểu""}","{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Chợ Bà Chiểu""}",{},"[""mode""]",[]
learned_navigation_00625,navigation,2,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,mode,,"{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Chợ Bà Chiểu""}",{},"[""mode""]",[]
learned_navigation_00625,navigation,3,user,Đi xe máy.,,"{""act"": ""inform"", ""slots"": {""mode"": ""motorbike""}}",,"{""mode"": ""motorbike""}","{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Chợ Bà Chiểu"", ""mode"": ""motorbike""}",{},[],[]
learned_navigation_00625,navigation,4,system,"Mình chốt: từ Chợ Bà Chiểu đến Chợ Bà Chiểu, đi motorbike. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Chợ Bà Chiểu"", ""mode"": ""motorbike""}",{},[],[]
learned_navigation_00625,navigation,5,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Chợ Bà Chiểu"", ""mode"": ""motorbike""}",{},[],[]
learned_navigation_00625,navigation,6,system,"Mình chốt: từ Chợ Bà Chiểu đến Chợ Bà Chiểu, đi motorbike. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Chợ Bà Chiểu"", ""mode"": ""motorbike""}",{},[],[]
learned_navigation_00625,navigation,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Chợ Bà Chiểu"", ""mode"": ""motorbike""}",{},[],[]
learned_navigation_00625,navigation,8,system,"Mình chốt: từ Chợ Bà Chiểu đến Chợ Bà Chiểu, đi motorbike. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Chợ Bà Chiểu"", ""mode"": ""motorbike""}",{},[],[]
learned_navigation_00625,navigation,9,user,"Không đúng, mình sửa lại: Đi tới Sân bay Tân Sơn Nhất.",,"{""act"": ""deny+inform"", ""slots"": {""destination"": ""Sân bay Tân Sơn Nhất""}}",,{},"{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Chợ Bà Chiểu"", ""mode"": ""motorbike""}",{},[],[]
learned_navigation_00625,navigation,10,system,"Mình chốt: từ Chợ Bà Chiểu đến Chợ Bà Chiểu, đi motorbike. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Chợ Bà Chiểu"", ""mode"": ""motorbike""}",{},[],[]
learned_navigation_00625,navigation,11,user,"Không đúng, mình sửa lại: Đi tới Sân bay Tân Sơn Nhất.",,"{""act"": ""deny+inform"", ""slots"": {""destination"": ""Sân bay Tân Sơn Nhất""}}",,"{""destination"": ""Sân bay Tân Sơn Nhất""}","{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Chợ Bà Chiểu"", ""mode"": ""motorbike""}",{},[],[]
learned_navigation_00625,navigation,12,system,"Mình chốt: từ Chợ Bà Chiểu đến Sân bay Tân Sơn Nhất, đi motorbike. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Chợ Bà Chiểu"", ""mode"": ""motorbike""}",{},[],[]
learned_navigation_00625,navigation,13,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Chợ Bà Chiểu"", ""mode"": ""motorbike""}",{},[],[]
learned_navigation_00626,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
learned_navigation_00626,navigation,1,user,Đi tới Sân bay Tân Sơn Nhất.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Sân bay Tân Sơn Nhất""}}",,"{""destination"": ""Sân bay Tân Sơn Nhất""}","{""destination"": ""Sân bay Tân Sơn Nhất""}",{},"[""origin"", ""mode""]",[]
learned_navigation_00626,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""destination"": ""Sân bay Tân Sơn Nhất""}",{},"[""origin"", ""mode""]",[]
learned_navigation_00626,navigation,3,user,Từ Central Station.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Central Station""}}",,"{""origin"": ""Central Station""}","{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Central Station""}",{},"[""mode""]",[]
learned_navigation_00626,navigation,4,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,mode,,"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Central Station""}",{},"[""mode""]",[]
learned_navigation_00626,navigation,5,user,Đi bộ. Đi tới Sân bay Tân Sơn Nhất.,,"{""act"": ""inform"", ""slots"": {""mode"": ""walk"", ""destination"": ""Sân bay Tân Sơn Nhất""}}",,"{""mode"": ""walk"", ""destination"": ""Sân bay Tân Sơn Nhất""}","{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Central Station"", ""mode"": ""walk""}",{},[],[]
learned_navigation_00626,navigation,6,system,"Mình chốt: từ Central Station đến Sân bay Tân Sơn Nhất, đi walk. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Central Station"", ""mode"": ""walk""}",{},[],[]
learned_navigation_00626,navigation,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Central Station"", ""mode"": ""walk""}",{},[],[]
learned_navigation_00627,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
learned_navigation_00627,navigation,1,user,Đi tới Sân bay Tân Sơn Nhất.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Sân bay Tân Sơn Nhất""}}",,"{""destination"": ""Sân bay Tân Sơn Nhất""}","{""destination"": ""Sân bay Tân Sơn Nhất""}",{},"[""origin"", ""mode""]",[]
learned_navigation_00627,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""destination"": ""Sân bay Tân Sơn Nhất""}",{},"[""origin"", ""mode""]",[]
learned_navigation_00627,navigation,3,user,Từ UBND Quận 1. Đi tới Sân bay Tân Sơn Nhất.,,"{""act"": ""inform"", ""slots"": {""origin"": ""UBND Quận 1"", ""destination"": ""Sân bay Tân Sơn Nhất""}}",,"{""destination"": ""UBND Quận 1""}","{""destination"": ""UBND Quận 1""}",{},"[""origin"", ""mode""]",[]
learned_navigation_00627,navigation,4,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,origin,,"{""destination"": ""UBND Quận 1""}",{},"[""origin"", ""mode""]",[]
learned_navigation_00627,navigation,5,user,Từ UBND Quận 1.,,"{""act"": ""inform"", ""slots"": {""origin"": ""UBND Quận 1""}}",,"{""origin"": ""UBND Quận 1""}","{""destination"": ""UBND Quận 1"", ""origin"": ""UBND Quận 1""}",{},"[""mode""]",[]
learned_navigation_00627,navigation,6,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,mode,,"{""destination"": ""UBND Quận 1"", ""origin"": ""UBND Quận 1""}",{},"[""mode""]",[]
learned_navigation_00627,navigation,7,user,Đi bộ.,,"{""act"": ""inform"", ""slots"": {""mode"": ""walk""}}",,{},"{""destination"": ""UBND Quận 1"", ""origin"": ""UBND Quận 1""}",{},"[""mode""]",[]
learned_navigation_00627,navigation,8,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,mode,,"{""destination"": ""UBND Quận 1"", ""origin"": ""UBND Quận 1""}",{},"[""mode""]",[]
learned_navigation_00627,navigation,9,user,Đi bộ. Từ UBND Quận 1. Đi tới Sân bay Tân Sơn Nhất.,,"{""act"": ""inform"", ""slots"": {""mode"": ""walk"", ""origin"": ""UBND Quận 1"", ""destination"": ""Sân bay Tân Sơn Nhất""}}",,"{""mode"": ""walk"", ""origin"": ""UBND Quận 1"", ""destination"": ""UBND Quận 1""}","{""destination"": ""UBND Quận 1"", ""origin"": ""UBND Quận 1"", ""mode"": ""walk""}",{},[],[]
learned_navigation_00627,navigation,10,system,"Mình chốt: từ UBND Quận 1 đến UBND Quận 1, đi walk. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""UBND Quận 1"", ""origin"": ""UBND Quận 1"", ""mode"": ""walk""}",{},[],[]
learned_navigation_00627,navigation,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""destination"": ""UBND Quận 1"", ""origin"": ""UBND Quận 1"", ""mode"": ""walk""}",{},[],[]
learned_navigation_00627,navigation,12,system,"Mình chốt: từ UBND Quận 1 đến UBND Quận 1, đi walk. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""UBND Quận 1"", ""origin"": ""UBND Quận 1"", ""mode"": ""walk""}",{},[],[]
learned_navigation_00627,navigation,13,user,"Không đúng, mình sửa lại: Đi tới Sân bay Tân Sơn Nhất.",,"{""act"": ""deny+inform"", ""slots"": {""destination"": ""Sân bay Tân Sơn Nhất""}}",,"{""destination"": ""Sân bay Tân Sơn Nhất""}","{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""UBND Quận 1"", ""mode"": ""walk""}",{},[],[]
learned_navigation_00627,navigation,14,system,"Mình chốt: từ UBND Quận 1 đến Sân bay Tân Sơn Nhất, đi walk. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""UBND Quận 1"", ""mode"": ""walk""}",{},[],[]
learned_navigation_00627,navigation,15,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""UBND Quận 1"", ""mode"": ""walk""}",{},[],[]
learned_movie_00628,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00628,movie,1,user,Mình muốn đặt vé phim avatar.,,"{""act"": ""inform"", ""slots"": {""movie"": ""avatar""}}",,"{""movie"": ""avatar""}","{""movie"": ""avatar""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00628,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""avatar""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00628,movie,3,user,CGV.,,"{""act"": ""inform"", ""slots"": {""theater"": ""CGV""}}",,{},"{""movie"": ""avatar""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00628,movie,4,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""avatar""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00628,movie,5,user,CGV.,,"{""act"": ""inform"", ""slots"": {""theater"": ""CGV""}}",,"{""theater"": ""CGV""}","{""movie"": ""avatar"", ""theater"": ""CGV""}",{},[],"[""date"", ""time"", ""tickets""]"
learned_movie_00628,movie,6,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,date,,"{""movie"": ""avatar"", ""theater"": ""CGV""}",{},[],"[""date"", ""time"", ""tickets""]"
learned_movie_00628,movie,7,user,Cuối tuần. 3 vé 22:00,,"{""act"": ""inform"", ""slots"": {""date"": ""weekend"", ""tickets"": 3, ""time"": ""22:00""}}",,"{""date"": ""weekend"", ""time"": ""22:00"", ""tickets"": 3}","{""movie"": ""avatar"", ""theater"": ""CGV""}","{""date"": ""weekend"", ""time"": ""22:00"", ""tickets"": 3}",[],[]
learned_movie_00628,movie,8,system,"Mình chốt: phim avatar, rạp CGV, ngày weekend, giờ 22:00, 3 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""avatar"", ""theater"": ""CGV""}","{""date"": ""weekend"", ""time"": ""22:00"", ""tickets"": 3}",[],[]
learned_movie_00628,movie,9,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""movie"": ""avatar"", ""theater"": ""CGV""}","{""date"": ""weekend"", ""time"": ""22:00"", ""tickets"": 3}",[],[]
learned_navigation_00629,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
